TableName,ColumnName,DataType,IsHidden,FormatString,Description
"DONOR_YEAR_SUM","FIRST_GIFT_AMT","Double","False","",""
"DONOR_YEAR_SUM","FIRST_GIFT_DTE","DateTime","False","General Date",""
"DONOR_YEAR_SUM","GIFTS_AMT","Double","False","",""
"DONOR_YEAR_SUM","GIFTS_NUM","Int64","False","0",""
"DONOR_YEAR_SUM","ID_NUM","Int64","False","0",""
"DONOR_YEAR_SUM","JOB_NAME","String","False","",""
"DONOR_YEAR_SUM","JOB_TIME","DateTime","False","General Date",""
"DONOR_YEAR_SUM","LARGEST_GIFT_AMT","Double","False","",""
"DONOR_YEAR_SUM","LARGEST_GIFT_DTE","DateTime","False","General Date",""
"DONOR_YEAR_SUM","LAST_GIFT_AMT","Double","False","",""
"DONOR_YEAR_SUM","LAST_GIFT_DTE","DateTime","False","General Date",""
"DONOR_YEAR_SUM","MATCH_GIFT_AMT","Int64","False","0",""
"DONOR_YEAR_SUM","MATCH_GIFT_NUM","Int64","False","0",""
"DONOR_YEAR_SUM","MATCH_PMT_AMT","Int64","False","0",""
"DONOR_YEAR_SUM","MATCH_PMT_NUM","Int64","False","0",""
"DONOR_YEAR_SUM","NON_CASH_AMT","Int64","False","0",""
"DONOR_YEAR_SUM","NON_CASH_NUM","Int64","False","0",""
"DONOR_YEAR_SUM","ORG_RESTR_AMT","Int64","False","0",""
"DONOR_YEAR_SUM","ORG_RESTR_NUM","Int64","False","0",""
"DONOR_YEAR_SUM","PROMISE_AMT","Int64","False","0",""
"DONOR_YEAR_SUM","PROMISE_NUM","Int64","False","0",""
"DONOR_YEAR_SUM","PROMISE_PMT_AMT","Int64","False","0",""
"DONOR_YEAR_SUM","PROMISE_PMT_NUM","Int64","False","0",""
"DONOR_YEAR_SUM","SMALLEST_GIFT_AMT","Double","False","",""
"DONOR_YEAR_SUM","SMALLEST_GIFT_DTE","DateTime","False","General Date",""
"DONOR_YEAR_SUM","SOFT_CREDIT_AMT","Double","False","",""
"DONOR_YEAR_SUM","SOFT_CREDIT_NUM","Int64","False","0",""
"DONOR_YEAR_SUM","USER_NAME","String","False","",""
"DONOR_YEAR_SUM","YEAR_TYPE","String","False","",""
"DONOR_YEAR_SUM","YR_CDE","Int64","False","0",""
"GIFT_CATEGORY","ACTION_REQ_FLAG","String","False","",""
"GIFT_CATEGORY","ALT_DESIGNATION_CD","String","False","",""
"GIFT_CATEGORY","ANNUAL_GOAL_AMT","Int64","False","0",""
"GIFT_CATEGORY","APPID","Int64","False","0",""
"GIFT_CATEGORY","APPROWVERSION","String","False","",""
"GIFT_CATEGORY","ASSET_ACCT_CDE","String","False","",""
"GIFT_CATEGORY","ASSET_GL_MASTER_APPID","Int64","False","0",""
"GIFT_CATEGORY","CAMPAIGN_CDE","String","False","",""
"GIFT_CATEGORY","CASE_GROUP","String","False","",""
"GIFT_CATEGORY","CASE_LINE_NUM","Int64","False","0",""
